
AMDuProfPcm Report

Processor Name:,AMD Ryzen 9 7950X 16-Core Processor            
System:,Family(0x19) Model(0x61) Stepping(0x2)
Operating System:,Linux 6.8.0-60-generic
Number of Sockets :,1
Number of Core Complexes(CCX) :,2
Number of Cores :,8
Number of Threads :,16
SMT Enabled in HW:,True
SMT Enabled by OS :,True

CPU Topology:
Socket, CCX, Core(s)
0,0, 0 1 2 3 4 5 6 7
0,1, 8 9 10 11 12 13 14 15

Socket-UMC Topology:
Socket, UMC(s)
0,0 1 

Core P0 state frequency (MHz):,4501.000000
Multiplex interval for core (ms):,1
Multiplex interval for l3 (ms):,1
Multiplex interval for df (ms):,1
Multiplex interval for umc (ms):,1
Data Collection Driver:,Linux Perf Driver
NMI Watchdog Enabled:,1
Version:,5.2.606.0 (PUBLIC)

Hypervisor Info:
Hypervisor Enabled:,False
Command:,"AMDuProfPcm -a -A system -C -o /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/results_bs_sweep/bs_2/results_smt_off_pure_mpi/np_4_omp_1/mem_np4_omp1.csv -- mpirun --bind-to core --report-bindings -np 4 /home/mdo/packages_v2/mach/bin/python /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/analysis.py"

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles
pto    : Per Thousand Operations
Topdown metrics are reported in "% slots"

Warnings:
L1 cache misses does not count the misses for which cache lines have already been requested due to an earlier miss.

Profile Time: 2026/03/21 16:03:41:482
CORE METRICS
Metric,System (Aggregated)
Utilization (%),26.97
System time (%),5.32
User time (%),93.43
System instructions (%),1.35
User instructions (%),98.65
Eff Freq (MHz),5364.86
IPC (Sys + User),1.89
IPC (Sys),0.47
IPC (User),1.97
CPI (Sys + User),0.53
CPI (Sys),2.11
CPI (User),0.51
Giga Instructions Per Sec,43.26
Locked Instructions (pti),0.00
Retired Branches (pti),76.86
Retired Branches Mispredicted (pti),0.42
Retired SSE/AVX Flops(GFLOPs),18.35
FP Dispatch Faults (pti),0.00
Retired Ops (pti),1055.00
SSE/AVX Instructions Retired (pti),533.62
MMX Instructions Retired (pti),0.00
x87 Instructions Retired (pti),0.03
Packed 512-bit FP Ops Retired (pto),9.08
Packed 256-bit FP Ops Retired (pto),81.45
Packed 128-bit FP Ops Retired (pto),261.37
Scalar FP Ops Retired (pto),181.72
MMX FP Ops Retired (pto),0.23
x87 FP Ops Retired (pto),0.09
Packed 512-bit FP Ops Retired (%),1.70
Packed 256-bit FP Ops Retired (%),15.26
Packed 128-bit FP Ops Retired (%),48.96
MMX/x87 FP Ops Retired (%),34.08
All DC Fills (pti),33.29
DC Fills From Same CCX (pti),31.86
DC Fills From different CCX in same node (pti),0.00
DC Fills From Local Memory (pti),1.45
DC Fills From Remote CCX Cache (pti),0.00
DC Fills From Remote Memory (pti),0.00
Remote DRAM Reads %,0.00
L1 DC Miss (pti),33.32
L2 Data Read Miss (pti),6.48
L1 IC Miss (pti),11.45
L2 Code Read Miss (pti),0.09
Total_Dispatch_Slots,298715591870184.00
SMT_Disp_contention,0.00
Frontend_Bound,11.61
Bad_Speculation,0.65
Backend_Bound,54.43
Retiring,33.21
Frontend_Bound.Latency,5.45
Frontend_Bound.BW,6.16
Bad_Speculation.Mispredicts,0.51
Bad_Speculation.Pipeline_Restarts,0.14
Backend_Bound.Memory,36.83
Backend_Bound.CPU,17.60
Retiring.Fastpath,31.69
Retiring.Microcode,1.52

L3 METRICS
Metric,System (Aggregated)
L3 Access,180855494779.00
L3 Miss,148064545518.00
L3 Access (pti),7.69
L3 Miss (pti),6.29
L3 Miss %,81.87
L3 Hit %,18.13
Ave L3 Miss Latency (ns),183.08
L3 Miss Latency From Local Memory or I/O (%),100.04
L3 Miss Latency From Remote Memory or I/O (%),0.00
L3 Miss Latency From another CCX in same node (%),0.09
L3 Miss Latency From another CCX in remote node (%),0.00
L3 Miss Latency From Local Extension Memory (CXL) (%),0.00
L3 Miss Latency From Remote Extension Memory (CXL) (%),0.00


