
AMDuProfPcm Report

Processor Name:,AMD Ryzen 9 7950X 16-Core Processor            
System:,Family(0x19) Model(0x61) Stepping(0x2)
Operating System:,Linux 6.8.0-60-generic
Number of Sockets :,1
Number of Core Complexes(CCX) :,2
Number of Cores :,8
Number of Threads :,16
SMT Enabled in HW:,True
SMT Enabled by OS :,True

CPU Topology:
Socket, CCX, Core(s)
0,0, 0 1 2 3 4 5 6 7
0,1, 8 9 10 11 12 13 14 15

Socket-UMC Topology:
Socket, UMC(s)
0,0 1 

Core P0 state frequency (MHz):,4501.000000
Multiplex interval for core (ms):,1
Multiplex interval for l3 (ms):,1
Multiplex interval for df (ms):,1
Multiplex interval for umc (ms):,1
Data Collection Driver:,Linux Perf Driver
NMI Watchdog Enabled:,1
Version:,5.2.606.0 (PUBLIC)

Hypervisor Info:
Hypervisor Enabled:,False
Command:,"AMDuProfPcm -a -A system -C -o /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/results_bs_sweep/bs_4/results_smt_off_pure_mpi/np_5_omp_1/mem_np5_omp1.csv -- mpirun --bind-to core --report-bindings -np 5 /home/mdo/packages_v2/mach/bin/python /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/analysis.py"

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles
pto    : Per Thousand Operations
Topdown metrics are reported in "% slots"

Warnings:
L1 cache misses does not count the misses for which cache lines have already been requested due to an earlier miss.

Profile Time: 2026/03/21 18:24:56:214
CORE METRICS
Metric,System (Aggregated)
Utilization (%),33.20
System time (%),4.40
User time (%),94.51
System instructions (%),1.40
User instructions (%),98.60
Eff Freq (MHz),5378.71
IPC (Sys + User),1.51
IPC (Sys),0.47
IPC (User),1.55
CPI (Sys + User),0.66
CPI (Sys),2.11
CPI (User),0.64
Giga Instructions Per Sec,42.56
Locked Instructions (pti),0.00
Retired Branches (pti),78.94
Retired Branches Mispredicted (pti),0.44
Retired SSE/AVX Flops(GFLOPs),17.68
FP Dispatch Faults (pti),0.00
Retired Ops (pti),1025.84
SSE/AVX Instructions Retired (pti),533.02
MMX Instructions Retired (pti),0.00
x87 Instructions Retired (pti),0.04
Packed 512-bit FP Ops Retired (pto),5.70
Packed 256-bit FP Ops Retired (pto),44.70
Packed 128-bit FP Ops Retired (pto),245.59
Scalar FP Ops Retired (pto),238.79
MMX FP Ops Retired (pto),0.32
x87 FP Ops Retired (pto),0.12
Packed 512-bit FP Ops Retired (%),1.07
Packed 256-bit FP Ops Retired (%),8.35
Packed 128-bit FP Ops Retired (%),45.89
MMX/x87 FP Ops Retired (%),44.70
All DC Fills (pti),33.41
DC Fills From Same CCX (pti),31.30
DC Fills From different CCX in same node (pti),0.00
DC Fills From Local Memory (pti),2.15
DC Fills From Remote CCX Cache (pti),0.00
DC Fills From Remote Memory (pti),0.00
Remote DRAM Reads %,0.00
L1 DC Miss (pti),33.45
L2 Data Read Miss (pti),9.67
L1 IC Miss (pti),3.06
L2 Code Read Miss (pti),0.13
Total_Dispatch_Slots,297423917479230.00
SMT_Disp_contention,0.00
Frontend_Bound,6.56
Bad_Speculation,0.41
Backend_Bound,67.26
Retiring,25.71
Frontend_Bound.Latency,4.43
Frontend_Bound.BW,2.13
Bad_Speculation.Mispredicts,0.38
Bad_Speculation.Pipeline_Restarts,0.03
Backend_Bound.Memory,52.37
Backend_Bound.CPU,14.89
Retiring.Fastpath,25.03
Retiring.Microcode,0.68

L3 METRICS
Metric,System (Aggregated)
L3 Access,212567279107.00
L3 Miss,176147008506.00
L3 Access (pti),11.40
L3 Miss (pti),9.45
L3 Miss %,82.87
L3 Hit %,17.13
Ave L3 Miss Latency (ns),192.55
L3 Miss Latency From Local Memory or I/O (%),100.15
L3 Miss Latency From Remote Memory or I/O (%),0.00
L3 Miss Latency From another CCX in same node (%),0.04
L3 Miss Latency From another CCX in remote node (%),0.00
L3 Miss Latency From Local Extension Memory (CXL) (%),0.00
L3 Miss Latency From Remote Extension Memory (CXL) (%),0.00


