
AMDuProfPcm Report

Processor Name:,AMD Ryzen 9 7950X 16-Core Processor            
System:,Family(0x19) Model(0x61) Stepping(0x2)
Operating System:,Linux 6.8.0-60-generic
Number of Sockets :,1
Number of Core Complexes(CCX) :,2
Number of Cores :,8
Number of Threads :,16
SMT Enabled in HW:,True
SMT Enabled by OS :,True

CPU Topology:
Socket, CCX, Core(s)
0,0, 0 1 2 3 4 5 6 7
0,1, 8 9 10 11 12 13 14 15

Socket-UMC Topology:
Socket, UMC(s)
0,0 1 

Core P0 state frequency (MHz):,4501.000000
Multiplex interval for core (ms):,1
Multiplex interval for l3 (ms):,1
Multiplex interval for df (ms):,1
Multiplex interval for umc (ms):,1
Data Collection Driver:,Linux Perf Driver
NMI Watchdog Enabled:,1
Version:,5.2.606.0 (PUBLIC)

Hypervisor Info:
Hypervisor Enabled:,False
Command:,"AMDuProfPcm -a -A system -C -o /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/results_bs_sweep/bs_12/results_smt_off_pure_mpi/np_8_omp_1/mem_np8_omp1.csv -- mpirun --bind-to core --report-bindings -np 8 /home/mdo/packages_v2/mach/bin/python /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/analysis.py"

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles
pto    : Per Thousand Operations
Topdown metrics are reported in "% slots"

Warnings:
L1 cache misses does not count the misses for which cache lines have already been requested due to an earlier miss.

Profile Time: 2026/03/21 22:17:12:068
CORE METRICS
Metric,System (Aggregated)
Utilization (%),51.68
System time (%),3.12
User time (%),96.03
System instructions (%),1.52
User instructions (%),98.48
Eff Freq (MHz),5362.72
IPC (Sys + User),0.96
IPC (Sys),0.46
IPC (User),0.98
CPI (Sys + User),1.04
CPI (Sys),2.16
CPI (User),1.03
Giga Instructions Per Sec,42.17
Locked Instructions (pti),0.00
Retired Branches (pti),85.56
Retired Branches Mispredicted (pti),0.52
Retired SSE/AVX Flops(GFLOPs),17.26
FP Dispatch Faults (pti),0.00
Retired Ops (pti),1012.20
SSE/AVX Instructions Retired (pti),502.62
MMX Instructions Retired (pti),0.00
x87 Instructions Retired (pti),0.04
Packed 512-bit FP Ops Retired (pto),12.18
Packed 256-bit FP Ops Retired (pto),26.64
Packed 128-bit FP Ops Retired (pto),231.00
Scalar FP Ops Retired (pto),238.32
MMX FP Ops Retired (pto),0.34
x87 FP Ops Retired (pto),0.13
Packed 512-bit FP Ops Retired (%),2.39
Packed 256-bit FP Ops Retired (%),5.23
Packed 128-bit FP Ops Retired (%),45.39
MMX/x87 FP Ops Retired (%),46.98
All DC Fills (pti),32.01
DC Fills From Same CCX (pti),29.87
DC Fills From different CCX in same node (pti),0.00
DC Fills From Local Memory (pti),2.14
DC Fills From Remote CCX Cache (pti),0.00
DC Fills From Remote Memory (pti),0.00
Remote DRAM Reads %,0.00
L1 DC Miss (pti),31.99
L2 Data Read Miss (pti),17.59
L1 IC Miss (pti),1.01
L2 Code Read Miss (pti),0.29
Total_Dispatch_Slots,374960984261334.00
SMT_Disp_contention,0.00
Frontend_Bound,5.34
Bad_Speculation,0.31
Backend_Bound,78.08
Retiring,16.24
Frontend_Bound.Latency,3.74
Frontend_Bound.BW,1.60
Bad_Speculation.Mispredicts,0.29
Bad_Speculation.Pipeline_Restarts,0.02
Backend_Bound.Memory,68.10
Backend_Bound.CPU,9.98
Retiring.Fastpath,15.85
Retiring.Microcode,0.39

L3 METRICS
Metric,System (Aggregated)
L3 Access,291096353780.00
L3 Miss,186509437923.00
L3 Access (pti),19.48
L3 Miss (pti),12.48
L3 Miss %,64.07
L3 Hit %,35.93
Ave L3 Miss Latency (ns),209.38
L3 Miss Latency From Local Memory or I/O (%),100.21
L3 Miss Latency From Remote Memory or I/O (%),0.00
L3 Miss Latency From another CCX in same node (%),0.02
L3 Miss Latency From another CCX in remote node (%),0.00
L3 Miss Latency From Local Extension Memory (CXL) (%),0.00
L3 Miss Latency From Remote Extension Memory (CXL) (%),0.00


