
AMDuProfPcm Report

Processor Name:,AMD Ryzen 9 7950X 16-Core Processor            
System:,Family(0x19) Model(0x61) Stepping(0x2)
Operating System:,Linux 6.8.0-60-generic
Number of Sockets :,1
Number of Core Complexes(CCX) :,2
Number of Cores :,8
Number of Threads :,16
SMT Enabled in HW:,True
SMT Enabled by OS :,True

CPU Topology:
Socket, CCX, Core(s)
0,0, 0 1 2 3 4 5 6 7
0,1, 8 9 10 11 12 13 14 15

Socket-UMC Topology:
Socket, UMC(s)
0,0 1 

Core P0 state frequency (MHz):,4501.000000
Multiplex interval for core (ms):,1
Multiplex interval for l3 (ms):,1
Multiplex interval for df (ms):,1
Multiplex interval for umc (ms):,1
Data Collection Driver:,Linux Perf Driver
NMI Watchdog Enabled:,1
Version:,5.2.606.0 (PUBLIC)

Hypervisor Info:
Hypervisor Enabled:,False
Command:,"AMDuProfPcm -a -A system -C -o /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/results_bs_sweep/bs_4/results_smt_off_pure_mpi/np_15_omp_1/mem_np15_omp1.csv -- mpirun --bind-to core --report-bindings -np 15 /home/mdo/packages_v2/mach/bin/python /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/analysis.py"

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles
pto    : Per Thousand Operations
Topdown metrics are reported in "% slots"

Warnings:
L1 cache misses does not count the misses for which cache lines have already been requested due to an earlier miss.

Profile Time: 2026/03/21 19:27:37:788
CORE METRICS
Metric,System (Aggregated)
Utilization (%),95.38
System time (%),2.48
User time (%),96.90
System instructions (%),0.73
User instructions (%),99.27
Eff Freq (MHz),5262.87
IPC (Sys + User),1.04
IPC (Sys),0.30
IPC (User),1.05
CPI (Sys + User),0.97
CPI (Sys),3.29
CPI (User),0.95
Giga Instructions Per Sec,82.69
Locked Instructions (pti),0.00
Retired Branches (pti),105.68
Retired Branches Mispredicted (pti),0.25
Retired SSE/AVX Flops(GFLOPs),24.02
FP Dispatch Faults (pti),0.00
Retired Ops (pti),1013.85
SSE/AVX Instructions Retired (pti),373.24
MMX Instructions Retired (pti),0.00
x87 Instructions Retired (pti),0.03
Packed 512-bit FP Ops Retired (pto),4.10
Packed 256-bit FP Ops Retired (pto),31.60
Packed 128-bit FP Ops Retired (pto),174.36
Scalar FP Ops Retired (pto),168.32
MMX FP Ops Retired (pto),0.22
x87 FP Ops Retired (pto),0.08
Packed 512-bit FP Ops Retired (%),1.08
Packed 256-bit FP Ops Retired (%),8.34
Packed 128-bit FP Ops Retired (%),46.00
MMX/x87 FP Ops Retired (%),44.57
All DC Fills (pti),23.74
DC Fills From Same CCX (pti),20.53
DC Fills From different CCX in same node (pti),0.01
DC Fills From Local Memory (pti),3.22
DC Fills From Remote CCX Cache (pti),0.00
DC Fills From Remote Memory (pti),0.00
Remote DRAM Reads %,0.00
L1 DC Miss (pti),23.76
L2 Data Read Miss (pti),5.70
L1 IC Miss (pti),2.13
L2 Code Read Miss (pti),0.14
Total_Dispatch_Slots,632933763661806.00
SMT_Disp_contention,0.00
Frontend_Bound,4.86
Bad_Speculation,0.19
Backend_Bound,77.43
Retiring,17.50
Frontend_Bound.Latency,2.44
Frontend_Bound.BW,2.42
Bad_Speculation.Mispredicts,0.17
Bad_Speculation.Pipeline_Restarts,0.02
Backend_Bound.Memory,69.31
Backend_Bound.CPU,8.12
Retiring.Fastpath,17.12
Retiring.Microcode,0.38

L3 METRICS
Metric,System (Aggregated)
L3 Access,224730536796.00
L3 Miss,171284463186.00
L3 Access (pti),8.24
L3 Miss (pti),6.28
L3 Miss %,76.22
L3 Hit %,23.78
Ave L3 Miss Latency (ns),283.41
L3 Miss Latency From Local Memory or I/O (%),100.09
L3 Miss Latency From Remote Memory or I/O (%),0.00
L3 Miss Latency From another CCX in same node (%),0.12
L3 Miss Latency From another CCX in remote node (%),0.00
L3 Miss Latency From Local Extension Memory (CXL) (%),0.00
L3 Miss Latency From Remote Extension Memory (CXL) (%),0.00


