
AMDuProfPcm Report

Processor Name:,AMD Ryzen 9 7950X 16-Core Processor            
System:,Family(0x19) Model(0x61) Stepping(0x2)
Operating System:,Linux 6.8.0-60-generic
Number of Sockets :,1
Number of Core Complexes(CCX) :,2
Number of Cores :,8
Number of Threads :,16
SMT Enabled in HW:,True
SMT Enabled by OS :,True

CPU Topology:
Socket, CCX, Core(s)
0,0, 0 1 2 3 4 5 6 7
0,1, 8 9 10 11 12 13 14 15

Socket-UMC Topology:
Socket, UMC(s)
0,0 1 

Core P0 state frequency (MHz):,4501.000000
Multiplex interval for core (ms):,1
Multiplex interval for l3 (ms):,1
Multiplex interval for df (ms):,1
Multiplex interval for umc (ms):,1
Data Collection Driver:,Linux Perf Driver
NMI Watchdog Enabled:,1
Version:,5.2.606.0 (PUBLIC)

Hypervisor Info:
Hypervisor Enabled:,False
Command:,"AMDuProfPcm -a -A system -C -o /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/results_bs_sweep/bs_2/results_smt_off_pure_mpi/np_16_omp_1/mem_np16_omp1.csv -- mpirun --bind-to core --report-bindings -np 16 /home/mdo/packages_v2/mach/bin/python /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/analysis.py"

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles
pto    : Per Thousand Operations
Topdown metrics are reported in "% slots"

Warnings:
L1 cache misses does not count the misses for which cache lines have already been requested due to an earlier miss.

Profile Time: 2026/03/21 17:35:13:327
CORE METRICS
Metric,System (Aggregated)
Utilization (%),99.73
System time (%),2.30
User time (%),97.12
System instructions (%),0.53
User instructions (%),99.47
Eff Freq (MHz),5233.25
IPC (Sys + User),1.25
IPC (Sys),0.29
IPC (User),1.28
CPI (Sys + User),0.80
CPI (Sys),3.49
CPI (User),0.78
Giga Instructions Per Sec,104.17
Locked Instructions (pti),0.00
Retired Branches (pti),102.87
Retired Branches Mispredicted (pti),0.18
Retired SSE/AVX Flops(GFLOPs),31.37
FP Dispatch Faults (pti),0.00
Retired Ops (pti),1034.97
SSE/AVX Instructions Retired (pti),380.26
MMX Instructions Retired (pti),0.00
x87 Instructions Retired (pti),0.02
Packed 512-bit FP Ops Retired (pto),6.55
Packed 256-bit FP Ops Retired (pto),57.67
Packed 128-bit FP Ops Retired (pto),190.34
Scalar FP Ops Retired (pto),132.42
MMX FP Ops Retired (pto),0.15
x87 FP Ops Retired (pto),0.06
Packed 512-bit FP Ops Retired (%),1.69
Packed 256-bit FP Ops Retired (%),14.90
Packed 128-bit FP Ops Retired (%),49.18
MMX/x87 FP Ops Retired (%),34.23
All DC Fills (pti),23.96
DC Fills From Same CCX (pti),21.69
DC Fills From different CCX in same node (pti),0.00
DC Fills From Local Memory (pti),2.25
DC Fills From Remote CCX Cache (pti),0.00
DC Fills From Remote Memory (pti),0.00
Remote DRAM Reads %,0.00
L1 DC Miss (pti),23.95
L2 Data Read Miss (pti),4.00
L1 IC Miss (pti),8.02
L2 Code Read Miss (pti),0.11
Total_Dispatch_Slots,753631996189608.00
SMT_Disp_contention,0.00
Frontend_Bound,6.87
Bad_Speculation,0.27
Backend_Bound,71.14
Retiring,21.68
Frontend_Bound.Latency,2.67
Frontend_Bound.BW,4.20
Bad_Speculation.Mispredicts,0.19
Bad_Speculation.Pipeline_Restarts,0.08
Backend_Bound.Memory,61.36
Backend_Bound.CPU,9.78
Retiring.Fastpath,20.92
Retiring.Microcode,0.76

L3 METRICS
Metric,System (Aggregated)
L3 Access,229155388553.00
L3 Miss,174717351328.00
L3 Access (pti),5.82
L3 Miss (pti),4.43
L3 Miss %,76.24
L3 Hit %,23.76
Ave L3 Miss Latency (ns),280.56
L3 Miss Latency From Local Memory or I/O (%),100.13
L3 Miss Latency From Remote Memory or I/O (%),0.00
L3 Miss Latency From another CCX in same node (%),0.13
L3 Miss Latency From another CCX in remote node (%),0.00
L3 Miss Latency From Local Extension Memory (CXL) (%),0.00
L3 Miss Latency From Remote Extension Memory (CXL) (%),0.00


