
AMDuProfPcm Report

Processor Name:,AMD Ryzen 9 7950X 16-Core Processor            
System:,Family(0x19) Model(0x61) Stepping(0x2)
Operating System:,Linux 6.8.0-60-generic
Number of Sockets :,1
Number of Core Complexes(CCX) :,2
Number of Cores :,8
Number of Threads :,16
SMT Enabled in HW:,True
SMT Enabled by OS :,True

CPU Topology:
Socket, CCX, Core(s)
0,0, 0 1 2 3 4 5 6 7
0,1, 8 9 10 11 12 13 14 15

Socket-UMC Topology:
Socket, UMC(s)
0,0 1 

Core P0 state frequency (MHz):,4501.000000
Multiplex interval for core (ms):,1
Multiplex interval for l3 (ms):,1
Multiplex interval for df (ms):,1
Multiplex interval for umc (ms):,1
Data Collection Driver:,Linux Perf Driver
NMI Watchdog Enabled:,1
Version:,5.2.606.0 (PUBLIC)

Hypervisor Info:
Hypervisor Enabled:,False
Command:,"AMDuProfPcm -a -A system -C -o /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/results_bs_sweep/bs_4/results_smt_off_pure_mpi/np_14_omp_1/mem_np14_omp1.csv -- mpirun --bind-to core --report-bindings -np 14 /home/mdo/packages_v2/mach/bin/python /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/analysis.py"

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles
pto    : Per Thousand Operations
Topdown metrics are reported in "% slots"

Warnings:
L1 cache misses does not count the misses for which cache lines have already been requested due to an earlier miss.

Profile Time: 2026/03/21 19:22:00:695
CORE METRICS
Metric,System (Aggregated)
Utilization (%),89.47
System time (%),2.48
User time (%),96.88
System instructions (%),0.76
User instructions (%),99.24
Eff Freq (MHz),5280.67
IPC (Sys + User),1.03
IPC (Sys),0.31
IPC (User),1.05
CPI (Sys + User),0.97
CPI (Sys),3.18
CPI (User),0.95
Giga Instructions Per Sec,77.35
Locked Instructions (pti),0.00
Retired Branches (pti),99.51
Retired Branches Mispredicted (pti),0.26
Retired SSE/AVX Flops(GFLOPs),24.52
FP Dispatch Faults (pti),0.00
Retired Ops (pti),1015.92
SSE/AVX Instructions Retired (pti),409.32
MMX Instructions Retired (pti),0.00
x87 Instructions Retired (pti),0.02
Packed 512-bit FP Ops Retired (pto),4.61
Packed 256-bit FP Ops Retired (pto),34.57
Packed 128-bit FP Ops Retired (pto),191.52
Scalar FP Ops Retired (pto),183.76
MMX FP Ops Retired (pto),0.21
x87 FP Ops Retired (pto),0.08
Packed 512-bit FP Ops Retired (%),1.11
Packed 256-bit FP Ops Retired (%),8.34
Packed 128-bit FP Ops Retired (%),46.18
MMX/x87 FP Ops Retired (%),44.37
All DC Fills (pti),26.14
DC Fills From Same CCX (pti),22.91
DC Fills From different CCX in same node (pti),0.01
DC Fills From Local Memory (pti),3.23
DC Fills From Remote CCX Cache (pti),0.00
DC Fills From Remote Memory (pti),0.00
Remote DRAM Reads %,0.00
L1 DC Miss (pti),26.13
L2 Data Read Miss (pti),6.41
L1 IC Miss (pti),2.36
L2 Code Read Miss (pti),0.14
Total_Dispatch_Slots,606059692968648.00
SMT_Disp_contention,0.00
Frontend_Bound,5.03
Bad_Speculation,0.21
Backend_Bound,77.33
Retiring,17.43
Frontend_Bound.Latency,2.53
Frontend_Bound.BW,2.50
Bad_Speculation.Mispredicts,0.19
Bad_Speculation.Pipeline_Restarts,0.02
Backend_Bound.Memory,68.59
Backend_Bound.CPU,8.74
Retiring.Fastpath,17.04
Retiring.Microcode,0.39

L3 METRICS
Metric,System (Aggregated)
L3 Access,232336476986.00
L3 Miss,178981227638.00
L3 Access (pti),8.95
L3 Miss (pti),6.89
L3 Miss %,77.04
L3 Hit %,22.96
Ave L3 Miss Latency (ns),277.67
L3 Miss Latency From Local Memory or I/O (%),100.13
L3 Miss Latency From Remote Memory or I/O (%),0.00
L3 Miss Latency From another CCX in same node (%),0.09
L3 Miss Latency From another CCX in remote node (%),0.00
L3 Miss Latency From Local Extension Memory (CXL) (%),0.00
L3 Miss Latency From Remote Extension Memory (CXL) (%),0.00


