
AMDuProfPcm Report

Processor Name:,AMD Ryzen 9 7950X 16-Core Processor            
System:,Family(0x19) Model(0x61) Stepping(0x2)
Operating System:,Linux 6.8.0-60-generic
Number of Sockets :,1
Number of Core Complexes(CCX) :,2
Number of Cores :,8
Number of Threads :,16
SMT Enabled in HW:,True
SMT Enabled by OS :,True

CPU Topology:
Socket, CCX, Core(s)
0,0, 0 1 2 3 4 5 6 7
0,1, 8 9 10 11 12 13 14 15

Socket-UMC Topology:
Socket, UMC(s)
0,0 1 

Core P0 state frequency (MHz):,4501.000000
Multiplex interval for core (ms):,1
Multiplex interval for l3 (ms):,1
Multiplex interval for df (ms):,1
Multiplex interval for umc (ms):,1
Data Collection Driver:,Linux Perf Driver
NMI Watchdog Enabled:,1
Version:,5.2.606.0 (PUBLIC)

Hypervisor Info:
Hypervisor Enabled:,False
Command:,"AMDuProfPcm -a -A system -C -o /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/results_bs_sweep/bs_12/results_smt_off_pure_mpi/np_6_omp_1/mem_np6_omp1.csv -- mpirun --bind-to core --report-bindings -np 6 /home/mdo/packages_v2/mach/bin/python /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/analysis.py"

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles
pto    : Per Thousand Operations
Topdown metrics are reported in "% slots"

Warnings:
L1 cache misses does not count the misses for which cache lines have already been requested due to an earlier miss.

Profile Time: 2026/03/21 22:04:29:975
CORE METRICS
Metric,System (Aggregated)
Utilization (%),39.50
System time (%),3.82
User time (%),95.18
System instructions (%),1.53
User instructions (%),98.47
Eff Freq (MHz),5375.35
IPC (Sys + User),1.18
IPC (Sys),0.47
IPC (User),1.20
CPI (Sys + User),0.85
CPI (Sys),2.15
CPI (User),0.83
Giga Instructions Per Sec,39.57
Locked Instructions (pti),0.00
Retired Branches (pti),83.25
Retired Branches Mispredicted (pti),0.51
Retired SSE/AVX Flops(GFLOPs),16.72
FP Dispatch Faults (pti),0.00
Retired Ops (pti),1012.96
SSE/AVX Instructions Retired (pti),520.48
MMX Instructions Retired (pti),0.00
x87 Instructions Retired (pti),0.05
Packed 512-bit FP Ops Retired (pto),12.61
Packed 256-bit FP Ops Retired (pto),27.09
Packed 128-bit FP Ops Retired (pto),237.96
Scalar FP Ops Retired (pto),248.39
MMX FP Ops Retired (pto),0.41
x87 FP Ops Retired (pto),0.16
Packed 512-bit FP Ops Retired (%),2.40
Packed 256-bit FP Ops Retired (%),5.15
Packed 128-bit FP Ops Retired (%),45.19
MMX/x87 FP Ops Retired (%),47.26
All DC Fills (pti),32.25
DC Fills From Same CCX (pti),29.75
DC Fills From different CCX in same node (pti),0.00
DC Fills From Local Memory (pti),2.51
DC Fills From Remote CCX Cache (pti),0.00
DC Fills From Remote Memory (pti),0.00
Remote DRAM Reads %,0.00
L1 DC Miss (pti),32.42
L2 Data Read Miss (pti),17.24
L1 IC Miss (pti),0.99
L2 Code Read Miss (pti),0.26
Total_Dispatch_Slots,322176945656676.00
SMT_Disp_contention,0.00
Frontend_Bound,5.74
Bad_Speculation,0.40
Backend_Bound,73.97
Retiring,19.89
Frontend_Bound.Latency,4.07
Frontend_Bound.BW,1.67
Bad_Speculation.Mispredicts,0.37
Bad_Speculation.Pipeline_Restarts,0.03
Backend_Bound.Memory,62.03
Backend_Bound.CPU,11.94
Retiring.Fastpath,19.40
Retiring.Microcode,0.49

L3 METRICS
Metric,System (Aggregated)
L3 Access,307945948376.00
L3 Miss,194608313812.00
L3 Access (pti),19.47
L3 Miss (pti),12.30
L3 Miss %,63.20
L3 Hit %,36.80
Ave L3 Miss Latency (ns),201.60
L3 Miss Latency From Local Memory or I/O (%),100.17
L3 Miss Latency From Remote Memory or I/O (%),0.00
L3 Miss Latency From another CCX in same node (%),0.03
L3 Miss Latency From another CCX in remote node (%),0.00
L3 Miss Latency From Local Extension Memory (CXL) (%),0.00
L3 Miss Latency From Remote Extension Memory (CXL) (%),0.00


