
AMDuProfPcm Report

Processor Name:,AMD Ryzen 9 7950X 16-Core Processor            
System:,Family(0x19) Model(0x61) Stepping(0x2)
Operating System:,Linux 6.8.0-60-generic
Number of Sockets :,1
Number of Core Complexes(CCX) :,2
Number of Cores :,8
Number of Threads :,16
SMT Enabled in HW:,True
SMT Enabled by OS :,True

CPU Topology:
Socket, CCX, Core(s)
0,0, 0 1 2 3 4 5 6 7
0,1, 8 9 10 11 12 13 14 15

Socket-UMC Topology:
Socket, UMC(s)
0,0 1 

Core P0 state frequency (MHz):,4501.000000
Multiplex interval for core (ms):,1
Multiplex interval for l3 (ms):,1
Multiplex interval for df (ms):,1
Multiplex interval for umc (ms):,1
Data Collection Driver:,Linux Perf Driver
NMI Watchdog Enabled:,1
Version:,5.2.606.0 (PUBLIC)

Hypervisor Info:
Hypervisor Enabled:,False
Command:,"AMDuProfPcm -a -A system -C -o /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/results_bs_sweep/bs_4/results_smt_off_pure_mpi/np_7_omp_1/mem_np7_omp1.csv -- mpirun --bind-to core --report-bindings -np 7 /home/mdo/packages_v2/mach/bin/python /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/analysis.py"

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles
pto    : Per Thousand Operations
Topdown metrics are reported in "% slots"

Warnings:
L1 cache misses does not count the misses for which cache lines have already been requested due to an earlier miss.

Profile Time: 2026/03/21 18:39:40:311
CORE METRICS
Metric,System (Aggregated)
Utilization (%),45.47
System time (%),3.15
User time (%),95.97
System instructions (%),1.09
User instructions (%),98.91
Eff Freq (MHz),5313.65
IPC (Sys + User),1.46
IPC (Sys),0.50
IPC (User),1.49
CPI (Sys + User),0.69
CPI (Sys),2.01
CPI (User),0.67
Giga Instructions Per Sec,55.78
Locked Instructions (pti),0.00
Retired Branches (pti),91.72
Retired Branches Mispredicted (pti),0.36
Retired SSE/AVX Flops(GFLOPs),19.88
FP Dispatch Faults (pti),0.00
Retired Ops (pti),1022.36
SSE/AVX Instructions Retired (pti),459.56
MMX Instructions Retired (pti),0.00
x87 Instructions Retired (pti),0.03
Packed 512-bit FP Ops Retired (pto),5.08
Packed 256-bit FP Ops Retired (pto),37.89
Packed 128-bit FP Ops Retired (pto),213.35
Scalar FP Ops Retired (pto),207.03
MMX FP Ops Retired (pto),0.27
x87 FP Ops Retired (pto),0.10
Packed 512-bit FP Ops Retired (%),1.10
Packed 256-bit FP Ops Retired (%),8.17
Packed 128-bit FP Ops Retired (%),45.99
MMX/x87 FP Ops Retired (%),44.75
All DC Fills (pti),28.85
DC Fills From Same CCX (pti),27.34
DC Fills From different CCX in same node (pti),0.00
DC Fills From Local Memory (pti),1.50
DC Fills From Remote CCX Cache (pti),0.00
DC Fills From Remote Memory (pti),0.00
Remote DRAM Reads %,0.00
L1 DC Miss (pti),28.87
L2 Data Read Miss (pti),8.45
L1 IC Miss (pti),2.62
L2 Code Read Miss (pti),0.14
Total_Dispatch_Slots,365503154720334.00
SMT_Disp_contention,0.00
Frontend_Bound,5.76
Bad_Speculation,0.34
Backend_Bound,69.06
Retiring,24.80
Frontend_Bound.Latency,3.75
Frontend_Bound.BW,2.01
Bad_Speculation.Mispredicts,0.31
Bad_Speculation.Pipeline_Restarts,0.03
Backend_Bound.Memory,56.23
Backend_Bound.CPU,12.83
Retiring.Fastpath,24.18
Retiring.Microcode,0.62

L3 METRICS
Metric,System (Aggregated)
L3 Access,213301437988.00
L3 Miss,176654013292.00
L3 Access (pti),9.64
L3 Miss (pti),7.99
L3 Miss %,82.82
L3 Hit %,17.18
Ave L3 Miss Latency (ns),199.66
L3 Miss Latency From Local Memory or I/O (%),100.24
L3 Miss Latency From Remote Memory or I/O (%),0.00
L3 Miss Latency From another CCX in same node (%),0.03
L3 Miss Latency From another CCX in remote node (%),0.00
L3 Miss Latency From Local Extension Memory (CXL) (%),0.00
L3 Miss Latency From Remote Extension Memory (CXL) (%),0.00


