
AMDuProfPcm Report

Processor Name:,AMD Ryzen 9 7950X 16-Core Processor            
System:,Family(0x19) Model(0x61) Stepping(0x2)
Operating System:,Linux 6.8.0-60-generic
Number of Sockets :,1
Number of Core Complexes(CCX) :,2
Number of Cores :,8
Number of Threads :,16
SMT Enabled in HW:,True
SMT Enabled by OS :,True

CPU Topology:
Socket, CCX, Core(s)
0,0, 0 1 2 3 4 5 6 7
0,1, 8 9 10 11 12 13 14 15

Socket-UMC Topology:
Socket, UMC(s)
0,0 1 

Core P0 state frequency (MHz):,4501.000000
Multiplex interval for core (ms):,1
Multiplex interval for l3 (ms):,1
Multiplex interval for df (ms):,1
Multiplex interval for umc (ms):,1
Data Collection Driver:,Linux Perf Driver
NMI Watchdog Enabled:,1
Version:,5.2.606.0 (PUBLIC)

Hypervisor Info:
Hypervisor Enabled:,False
Command:,"AMDuProfPcm -a -A system -C -o /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/results_bs_sweep/bs_8/results_smt_off_pure_mpi/np_12_omp_1/mem_np12_omp1.csv -- mpirun --bind-to core --report-bindings -np 12 /home/mdo/packages_v2/mach/bin/python /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/analysis.py"

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles
pto    : Per Thousand Operations
Topdown metrics are reported in "% slots"

Warnings:
L1 cache misses does not count the misses for which cache lines have already been requested due to an earlier miss.

Profile Time: 2026/03/21 14:43:55:151
CORE METRICS
Metric,System (Aggregated)
Utilization (%),77.13
System time (%),2.57
User time (%),96.75
System instructions (%),0.85
User instructions (%),99.15
Eff Freq (MHz),5314.52
IPC (Sys + User),1.09
IPC (Sys),0.36
IPC (User),1.11
CPI (Sys + User),0.92
CPI (Sys),2.81
CPI (User),0.90
Giga Instructions Per Sec,70.93
Locked Instructions (pti),0.00
Retired Branches (pti),110.77
Retired Branches Mispredicted (pti),0.30
Retired SSE/AVX Flops(GFLOPs),20.63
FP Dispatch Faults (pti),0.00
Retired Ops (pti),1008.02
SSE/AVX Instructions Retired (pti),351.58
MMX Instructions Retired (pti),0.00
x87 Instructions Retired (pti),0.02
Packed 512-bit FP Ops Retired (pto),12.61
Packed 256-bit FP Ops Retired (pto),14.54
Packed 128-bit FP Ops Retired (pto),163.69
Scalar FP Ops Retired (pto),167.29
MMX FP Ops Retired (pto),0.22
x87 FP Ops Retired (pto),0.08
Packed 512-bit FP Ops Retired (%),3.52
Packed 256-bit FP Ops Retired (%),4.06
Packed 128-bit FP Ops Retired (%),45.69
MMX/x87 FP Ops Retired (%),46.73
All DC Fills (pti),22.35
DC Fills From Same CCX (pti),19.50
DC Fills From different CCX in same node (pti),0.00
DC Fills From Local Memory (pti),2.86
DC Fills From Remote CCX Cache (pti),0.00
DC Fills From Remote Memory (pti),0.00
Remote DRAM Reads %,0.00
L1 DC Miss (pti),22.43
L2 Data Read Miss (pti),9.21
L1 IC Miss (pti),0.81
L2 Code Read Miss (pti),0.28
Total_Dispatch_Slots,522536519976564.00
SMT_Disp_contention,0.00
Frontend_Bound,5.26
Bad_Speculation,0.26
Backend_Bound,76.19
Retiring,18.26
Frontend_Bound.Latency,2.80
Frontend_Bound.BW,2.46
Bad_Speculation.Mispredicts,0.23
Bad_Speculation.Pipeline_Restarts,0.03
Backend_Bound.Memory,68.04
Backend_Bound.CPU,8.15
Retiring.Fastpath,17.87
Retiring.Microcode,0.39

L3 METRICS
Metric,System (Aggregated)
L3 Access,276774528273.00
L3 Miss,185875783702.00
L3 Access (pti),11.69
L3 Miss (pti),7.85
L3 Miss %,67.16
L3 Hit %,32.84
Ave L3 Miss Latency (ns),262.69
L3 Miss Latency From Local Memory or I/O (%),100.15
L3 Miss Latency From Remote Memory or I/O (%),0.00
L3 Miss Latency From another CCX in same node (%),0.06
L3 Miss Latency From another CCX in remote node (%),0.00
L3 Miss Latency From Local Extension Memory (CXL) (%),0.00
L3 Miss Latency From Remote Extension Memory (CXL) (%),0.00


