
AMDuProfPcm Report

Processor Name:,AMD Ryzen 9 7950X 16-Core Processor            
System:,Family(0x19) Model(0x61) Stepping(0x2)
Operating System:,Linux 6.8.0-60-generic
Number of Sockets :,1
Number of Core Complexes(CCX) :,2
Number of Cores :,8
Number of Threads :,16
SMT Enabled in HW:,True
SMT Enabled by OS :,True

CPU Topology:
Socket, CCX, Core(s)
0,0, 0 1 2 3 4 5 6 7
0,1, 8 9 10 11 12 13 14 15

Socket-UMC Topology:
Socket, UMC(s)
0,0 1 

Core P0 state frequency (MHz):,4501.000000
Multiplex interval for core (ms):,1
Multiplex interval for l3 (ms):,1
Multiplex interval for df (ms):,1
Multiplex interval for umc (ms):,1
Data Collection Driver:,Linux Perf Driver
NMI Watchdog Enabled:,1
Version:,5.2.606.0 (PUBLIC)

Hypervisor Info:
Hypervisor Enabled:,False
Command:,"AMDuProfPcm -a -A system -C -o /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/results_bs_sweep/bs_2/results_smt_off_pure_mpi/np_3_omp_1/mem_np3_omp1.csv -- mpirun --bind-to core --report-bindings -np 3 /home/mdo/packages_v2/mach/bin/python /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/analysis.py"

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles
pto    : Per Thousand Operations
Topdown metrics are reported in "% slots"

Warnings:
L1 cache misses does not count the misses for which cache lines have already been requested due to an earlier miss.

Profile Time: 2026/03/21 15:52:47:423
CORE METRICS
Metric,System (Aggregated)
Utilization (%),20.81
System time (%),6.75
User time (%),91.69
System instructions (%),1.59
User instructions (%),98.41
Eff Freq (MHz),5363.60
IPC (Sys + User),2.08
IPC (Sys),0.48
IPC (User),2.20
CPI (Sys + User),0.48
CPI (Sys),2.07
CPI (User),0.45
Giga Instructions Per Sec,36.60
Locked Instructions (pti),0.00
Retired Branches (pti),80.01
Retired Branches Mispredicted (pti),0.49
Retired SSE/AVX Flops(GFLOPs),15.12
FP Dispatch Faults (pti),0.00
Retired Ops (pti),1054.95
SSE/AVX Instructions Retired (pti),520.08
MMX Instructions Retired (pti),0.00
x87 Instructions Retired (pti),0.03
Packed 512-bit FP Ops Retired (pto),8.90
Packed 256-bit FP Ops Retired (pto),79.47
Packed 128-bit FP Ops Retired (pto),254.97
Scalar FP Ops Retired (pto),177.18
MMX FP Ops Retired (pto),0.23
x87 FP Ops Retired (pto),0.09
Packed 512-bit FP Ops Retired (%),1.71
Packed 256-bit FP Ops Retired (%),15.26
Packed 128-bit FP Ops Retired (%),48.95
MMX/x87 FP Ops Retired (%),34.08
All DC Fills (pti),32.44
DC Fills From Same CCX (pti),31.06
DC Fills From different CCX in same node (pti),0.00
DC Fills From Local Memory (pti),1.37
DC Fills From Remote CCX Cache (pti),0.00
DC Fills From Remote Memory (pti),0.00
Remote DRAM Reads %,0.00
L1 DC Miss (pti),32.51
L2 Data Read Miss (pti),6.28
L1 IC Miss (pti),11.31
L2 Code Read Miss (pti),0.10
Total_Dispatch_Slots,276181992423006.00
SMT_Disp_contention,0.00
Frontend_Bound,13.26
Bad_Speculation,0.69
Backend_Bound,49.41
Retiring,36.44
Frontend_Bound.Latency,6.61
Frontend_Bound.BW,6.65
Bad_Speculation.Mispredicts,0.58
Bad_Speculation.Pipeline_Restarts,0.11
Backend_Bound.Memory,31.30
Backend_Bound.CPU,18.11
Retiring.Fastpath,34.76
Retiring.Microcode,1.68

L3 METRICS
Metric,System (Aggregated)
L3 Access,178075725210.00
L3 Miss,144444602638.00
L3 Access (pti),7.46
L3 Miss (pti),6.05
L3 Miss %,81.11
L3 Hit %,18.89
Ave L3 Miss Latency (ns),168.46
L3 Miss Latency From Local Memory or I/O (%),100.00
L3 Miss Latency From Remote Memory or I/O (%),0.00
L3 Miss Latency From another CCX in same node (%),0.12
L3 Miss Latency From another CCX in remote node (%),0.00
L3 Miss Latency From Local Extension Memory (CXL) (%),0.00
L3 Miss Latency From Remote Extension Memory (CXL) (%),0.00


