
AMDuProfPcm Report

Processor Name:,AMD Ryzen 9 7950X 16-Core Processor            
System:,Family(0x19) Model(0x61) Stepping(0x2)
Operating System:,Linux 6.8.0-60-generic
Number of Sockets :,1
Number of Core Complexes(CCX) :,2
Number of Cores :,8
Number of Threads :,16
SMT Enabled in HW:,True
SMT Enabled by OS :,True

CPU Topology:
Socket, CCX, Core(s)
0,0, 0 1 2 3 4 5 6 7
0,1, 8 9 10 11 12 13 14 15

Socket-UMC Topology:
Socket, UMC(s)
0,0 1 

Core P0 state frequency (MHz):,4501.000000
Multiplex interval for core (ms):,1
Multiplex interval for l3 (ms):,1
Multiplex interval for df (ms):,1
Multiplex interval for umc (ms):,1
Data Collection Driver:,Linux Perf Driver
NMI Watchdog Enabled:,1
Version:,5.2.606.0 (PUBLIC)

Hypervisor Info:
Hypervisor Enabled:,False
Command:,"AMDuProfPcm -a -A system -C -o /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/results_bs_sweep/bs_8/results_smt_off_pure_mpi/np_16_omp_1/mem_np16_omp1.csv -- mpirun --bind-to core --report-bindings -np 16 /home/mdo/packages_v2/mach/bin/python /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/analysis.py"

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles
pto    : Per Thousand Operations
Topdown metrics are reported in "% slots"

Warnings:
L1 cache misses does not count the misses for which cache lines have already been requested due to an earlier miss.

Profile Time: 2026/03/21 15:05:41:595
CORE METRICS
Metric,System (Aggregated)
Utilization (%),99.74
System time (%),2.55
User time (%),96.84
System instructions (%),0.72
User instructions (%),99.28
Eff Freq (MHz),5267.43
IPC (Sys + User),0.96
IPC (Sys),0.27
IPC (User),0.98
CPI (Sys + User),1.04
CPI (Sys),3.71
CPI (User),1.02
Giga Instructions Per Sec,80.23
Locked Instructions (pti),0.00
Retired Branches (pti),116.06
Retired Branches Mispredicted (pti),0.27
Retired SSE/AVX Flops(GFLOPs),20.92
FP Dispatch Faults (pti),0.00
Retired Ops (pti),1007.18
SSE/AVX Instructions Retired (pti),319.17
MMX Instructions Retired (pti),0.00
x87 Instructions Retired (pti),0.03
Packed 512-bit FP Ops Retired (pto),10.82
Packed 256-bit FP Ops Retired (pto),13.73
Packed 128-bit FP Ops Retired (pto),149.24
Scalar FP Ops Retired (pto),152.01
MMX FP Ops Retired (pto),0.24
x87 FP Ops Retired (pto),0.09
Packed 512-bit FP Ops Retired (%),3.32
Packed 256-bit FP Ops Retired (%),4.21
Packed 128-bit FP Ops Retired (%),45.72
MMX/x87 FP Ops Retired (%),46.75
All DC Fills (pti),20.56
DC Fills From Same CCX (pti),17.06
DC Fills From different CCX in same node (pti),0.01
DC Fills From Local Memory (pti),3.48
DC Fills From Remote CCX Cache (pti),0.00
DC Fills From Remote Memory (pti),0.00
Remote DRAM Reads %,0.00
L1 DC Miss (pti),20.64
L2 Data Read Miss (pti),7.12
L1 IC Miss (pti),0.76
L2 Code Read Miss (pti),0.29
Total_Dispatch_Slots,628296483635928.00
SMT_Disp_contention,0.00
Frontend_Bound,4.85
Bad_Speculation,0.20
Backend_Bound,78.80
Retiring,16.12
Frontend_Bound.Latency,2.57
Frontend_Bound.BW,2.28
Bad_Speculation.Mispredicts,0.18
Bad_Speculation.Pipeline_Restarts,0.02
Backend_Bound.Memory,71.77
Backend_Bound.CPU,7.03
Retiring.Fastpath,15.78
Retiring.Microcode,0.34

L3 METRICS
Metric,System (Aggregated)
L3 Access,253708784845.00
L3 Miss,169607454907.00
L3 Access (pti),10.09
L3 Miss (pti),6.74
L3 Miss %,66.85
L3 Hit %,33.15
Ave L3 Miss Latency (ns),287.40
L3 Miss Latency From Local Memory or I/O (%),100.13
L3 Miss Latency From Remote Memory or I/O (%),0.00
L3 Miss Latency From another CCX in same node (%),0.12
L3 Miss Latency From another CCX in remote node (%),0.00
L3 Miss Latency From Local Extension Memory (CXL) (%),0.00
L3 Miss Latency From Remote Extension Memory (CXL) (%),0.00


