
AMDuProfPcm Report

Processor Name:,AMD Ryzen 9 7950X 16-Core Processor            
System:,Family(0x19) Model(0x61) Stepping(0x2)
Operating System:,Linux 6.8.0-60-generic
Number of Sockets :,1
Number of Core Complexes(CCX) :,2
Number of Cores :,8
Number of Threads :,16
SMT Enabled in HW:,True
SMT Enabled by OS :,True

CPU Topology:
Socket, CCX, Core(s)
0,0, 0 1 2 3 4 5 6 7
0,1, 8 9 10 11 12 13 14 15

Socket-UMC Topology:
Socket, UMC(s)
0,0 1 

Core P0 state frequency (MHz):,4501.000000
Multiplex interval for core (ms):,1
Multiplex interval for l3 (ms):,1
Multiplex interval for df (ms):,1
Multiplex interval for umc (ms):,1
Data Collection Driver:,Linux Perf Driver
NMI Watchdog Enabled:,1
Version:,5.2.606.0 (PUBLIC)

Hypervisor Info:
Hypervisor Enabled:,False
Command:,"AMDuProfPcm -a -A system -C -o /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/results_bs_sweep/bs_12/results_smt_off_pure_mpi/np_12_omp_1/mem_np12_omp1.csv -- mpirun --bind-to core --report-bindings -np 12 /home/mdo/packages_v2/mach/bin/python /home/mdo/MDOLab_3_v2/adflow- 2.12.2 dev 128/Run/analysis.py"

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles
pto    : Per Thousand Operations
Topdown metrics are reported in "% slots"

Warnings:
L1 cache misses does not count the misses for which cache lines have already been requested due to an earlier miss.

Profile Time: 2026/03/21 22:39:56:282
CORE METRICS
Metric,System (Aggregated)
Utilization (%),77.19
System time (%),2.53
User time (%),96.79
System instructions (%),0.84
User instructions (%),99.16
Eff Freq (MHz),5300.84
IPC (Sys + User),1.08
IPC (Sys),0.36
IPC (User),1.10
CPI (Sys + User),0.93
CPI (Sys),2.80
CPI (User),0.91
Giga Instructions Per Sec,70.27
Locked Instructions (pti),0.00
Retired Branches (pti),112.57
Retired Branches Mispredicted (pti),0.30
Retired SSE/AVX Flops(GFLOPs),19.71
FP Dispatch Faults (pti),0.00
Retired Ops (pti),1005.38
SSE/AVX Instructions Retired (pti),345.51
MMX Instructions Retired (pti),0.00
x87 Instructions Retired (pti),0.03
Packed 512-bit FP Ops Retired (pto),8.29
Packed 256-bit FP Ops Retired (pto),18.62
Packed 128-bit FP Ops Retired (pto),159.36
Scalar FP Ops Retired (pto),165.04
MMX FP Ops Retired (pto),0.23
x87 FP Ops Retired (pto),0.09
Packed 512-bit FP Ops Retired (%),2.36
Packed 256-bit FP Ops Retired (%),5.30
Packed 128-bit FP Ops Retired (%),45.34
MMX/x87 FP Ops Retired (%),47.01
All DC Fills (pti),21.85
DC Fills From Same CCX (pti),18.89
DC Fills From different CCX in same node (pti),0.00
DC Fills From Local Memory (pti),2.96
DC Fills From Remote CCX Cache (pti),0.00
DC Fills From Remote Memory (pti),0.00
Remote DRAM Reads %,0.00
L1 DC Miss (pti),21.83
L2 Data Read Miss (pti),10.77
L1 IC Miss (pti),0.61
L2 Code Read Miss (pti),0.20
Total_Dispatch_Slots,535561428908634.00
SMT_Disp_contention,0.00
Frontend_Bound,5.08
Bad_Speculation,0.22
Backend_Bound,76.63
Retiring,18.09
Frontend_Bound.Latency,2.71
Frontend_Bound.BW,2.37
Bad_Speculation.Mispredicts,0.20
Bad_Speculation.Pipeline_Restarts,0.02
Backend_Bound.Memory,68.59
Backend_Bound.CPU,8.04
Retiring.Fastpath,17.72
Retiring.Microcode,0.37

L3 METRICS
Metric,System (Aggregated)
L3 Access,319320002017.00
L3 Miss,194254525352.00
L3 Access (pti),13.26
L3 Miss (pti),8.07
L3 Miss %,60.83
L3 Hit %,39.17
Ave L3 Miss Latency (ns),261.48
L3 Miss Latency From Local Memory or I/O (%),100.20
L3 Miss Latency From Remote Memory or I/O (%),0.00
L3 Miss Latency From another CCX in same node (%),0.06
L3 Miss Latency From another CCX in remote node (%),0.00
L3 Miss Latency From Local Extension Memory (CXL) (%),0.00
L3 Miss Latency From Remote Extension Memory (CXL) (%),0.00


